hotel_id,hotel_name,hotel_url,hotel_rating,hotel_description,city_id,city_name
129,Appartement Lumineux Avignon Intra-muros au calme,https://www.booking.com/hotel/fr/au-calme-avec-classe.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,9.0,"L’hébergement Appartement Lumineux Avignon Intra-muros au calme se trouve dans le centre de Avignon, à proximité de ces lieux d’intérêt : Gare d'Avignon-Centre et Palais des Papes d'Avignon. Il propose une connexion Wi-Fi gratuite, la climatisation, ainsi qu’un micro-ondes et une machine à café. Cet appartement est à respectivement 5 km et 10 km de : Gare TGV d'Avignon et Parc des expositions d'Avignon.  Cet appartement compte 1 chambre, une cuisine avec un réfrigérateur et un four, une télévision à écran plat, un coin salon, ainsi que 1 salle de bains comportant une douche. Cet hébergement met à votre disposition des serviettes et du linge de lit.  Vous séjournerez à respectivement 41 km et 49 km de ces lieux d’intérêt : Arènes d'Arles et Parc des expositions de Nîmes. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 57 km.",6,Avignon
130,Bateau Hotel à quai Le Chardonnay,https://www.booking.com/hotel/fr/le-chardonnay-avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,8.5,"Situé à Avignon, l’établissement Bateau Hotel à quai Le Chardonnay possède un salon commun, une terrasse, un bar et des équipements de sports nautiques. Cet hôtel 4 étoiles propose une connexion Wi-Fi gratuite. Cet établissement non-fumeurs se situe à 800 mètres de : Palais des Papes d'Avignon.  Un petit-déjeuner à la carte, continental ou anglais/irlandais complet est servi sur place.  Lors de votre séjour, vous pourrez pratiquer diverses activités à Avignon et dans les environs, telles que la randonnée.  Vous séjournerez à respectivement 1,6 km et 4,7 km de ces lieux d’intérêt : Gare d'Avignon-Centre et Gare TGV d'Avignon.",6,Avignon
131,Cocons Avignon,https://www.booking.com/hotel/fr/cocons-avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,8.9,"Doté d’une connexion Wi-Fi gratuite, l’hébergement Cocons Avignon se trouve dans le centre de Avignon, à respectivement 700 mètres et 1,1 km de ces lieux d’intérêt : Gare d'Avignon-Centre et Palais des Papes d'Avignon. Cet appartement est à respectivement 5,1 km et 10 km de : Gare TGV d'Avignon et Parc des expositions d'Avignon.  Cet appartement avec climatisation se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche. Cet hébergement met à votre disposition des serviettes et du linge de lit.  Vous séjournerez à respectivement 41 km et 49 km de ces lieux d’intérêt : Arènes d'Arles et Parc des expositions de Nîmes.",6,Avignon
132,Hôtel Le Bristol,https://www.booking.com/hotel/fr/hotel-bristol-avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from_sustainable_property_sr=1&from=searchresults,8.3,"Idéalement situé à l’intérieur des remparts du centre d’Avignon, l’Hôtel Le Bristol vous propose des chambres climatisées, un bar, une connexion Wi-Fi gratuite et un salon commun. Il assure un service de concierge. La réception est ouverte 24h/24.  À seulement 15 minutes à pied du Palais des Papes, les chambres comprennent un bureau, une télévision à écran plat et une salle de bains privative.  Vous pourrez savourer un petit-déjeuner buffet sur place.  L’aéroport d'Avignon-Provence, le plus proche de l’Hôtel Le Bristol, se trouve à 9 km.",6,Avignon
133,Joli T2 Plein Coeur du Centre Historique,https://www.booking.com/hotel/fr/joli-t2-plein-coeur-du-centre-historique.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,8.1,"L’établissement Joli T2 Plein Coeur du Centre Historique se trouve dans le centre de Avignon, à proximité de ces lieux d’intérêt : Palais des Papes d'Avignon, Gare d'Avignon-Centre et Pont d'Avignon.  Tous les logements comprennent la climatisation, une salle de bains privative, une télévision à écran plat, ainsi qu’une cuisine entièrement équipée.  Vous séjournerez à respectivement 5 km et 12 km de ces lieux d’intérêt : Gare TGV d'Avignon et Parc des expositions d'Avignon. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 58 km.",6,Avignon
134,Kyriad Avignon - Palais des Papes,https://www.booking.com/hotel/fr/kyriad-avignon-palais-des-papes-xml.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,8.5,"The Kyriad Palais des Papes welcomes you to the heart of the historic center, on Place de l'Horloge. You'll be across from the opera, 75 meters from the Palais des Papes and the Centre des Congrès, and 500 meters from the Pont d'Avignon.  Accommodation is air-conditioned and includes a courtesy tray, fridge and flat-screen satellite TV. Private bathrooms feature a hairdryer and bath or shower.  A buffet breakfast of pastries, cold meats, fresh fruit and hot or cold drinks is served every morning.  Reception is open 24 hours a day. The hotel has no private parking lot, but offers discounts on various public parking lots nearby. Please contact the hotel for further details.",6,Avignon
135,L'appart d'Avignon,https://www.booking.com/hotel/fr/l-appart-d-avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,9.3,"L’hébergement L'appart d'Avignon affiche 3 étoiles et bénéficie d’un emplacement de choix dans le centre de Avignon, à seulement 1,4 km de ce lieu d’intérêt : Gare d'Avignon-Centre. Cet appartement propose une connexion Wi-Fi gratuite et est à respectivement 1 km et 6 km de : Palais des Papes d'Avignon et Gare TGV d'Avignon.  Cet appartement avec climatisation se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et un sèche-cheveux. Cet hébergement met à votre disposition des serviettes et du linge de lit.  Vous séjournerez à respectivement 12 km et 41 km de ces lieux d’intérêt : Parc des expositions d'Avignon et Arènes d'Arles.",6,Avignon
136,La Chapelle du Miracle,https://www.booking.com/hotel/fr/chapelle-du-miracle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,9.1,"Situé à Avignon, l'établissement La Chapelle du Miracle est une chapelle du XIVe siècle, rénovée en 2006 et classée monument historique. Cet hébergement indépendant dispose d’une connexion Wi-Fi gratuite. Il se trouve à 600 mètres de la gare centrale d’Avignon et à 1 km du Palais des Papes.  Les 4 appartements privés sont dotés d’un coin salon, d’une télévision à écran plat et d’un lave-linge.  Plusieurs restaurants se trouvent à 100 mètres.  L'aéroport de Marseille-Provence vous attend à 65 km. Un espace de stationnement privé est accessible gratuitement sur place.",6,Avignon
137,Lavande Dorée,https://www.booking.com/hotel/fr/lavande-doree.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,10.0,"L’hébergement Lavande Dorée est idéalement situé dans le centre de Avignon. Il dispose d’un balcon. Cet appartement propose une connexion Wi-Fi gratuite et vous accueille à respectivement 700 mètres et 1,2 km de : Gare d'Avignon-Centre et Palais des Papes d'Avignon.  Cet appartement avec climatisation se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une baignoire ou une douche et des articles de toilette gratuits. Une télévision à écran plat est disponible.  Vous séjournerez à respectivement 5 km et 10 km de ces lieux d’intérêt : Gare TGV d'Avignon et Parc des expositions d'Avignon. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 58 km.",6,Avignon
138,Lavande Évasion,https://www.booking.com/hotel/fr/lavande-evasion.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,9.5,"Doté d’une connexion Wi-Fi gratuite, l’hébergement Lavande Évasion se situe dans le centre de Avignon, à respectivement 700 mètres et 1,2 km de ces lieux d’intérêt : Gare d'Avignon-Centre et Palais des Papes d'Avignon. Occupant un bâtiment datant de 1920, cet appartement est à respectivement 5 km et 10 km de : Gare TGV d'Avignon et Parc des expositions d'Avignon.  Cet appartement avec climatisation se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et des articles de toilette gratuits. Des serviettes et du linge de lit sont à disposition.  Vous séjournerez à respectivement 41 km et 49 km de ces lieux d’intérêt : Arènes d'Arles et Parc des expositions de Nîmes. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 58 km.",6,Avignon
139,Le Saint Roch 1 - AC CLIM - WIFI - 50m Centre ville,https://www.booking.com/hotel/fr/appartement-le-saint-roch-1-avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,8.6,"L’hébergement Le Saint Roch 1 - AC CLIM - WIFI - 50m Centre ville se situe à Avignon, à respectivement 300 mètres, 1,2 km et 4,5 km de ces lieux d’intérêt : Gare d'Avignon-Centre, Palais des Papes d'Avignon et Gare TGV d'Avignon. Cet hébergement offre une vue sur la ville et met à votre disposition une connexion Wi-Fi gratuite dans l’ensemble de ses locaux.  Cet appartement avec climatisation compte un coin salon, une cuisine avec un réfrigérateur et une télévision à écran plat. Des serviettes et du linge de lit sont à disposition.  Vous séjournerez à respectivement 10 km et 40 km de ces lieux d’intérêt : Parc des expositions d'Avignon et Arènes d'Arles.",6,Avignon
140,Les Carmes - Le charme de la pierre en Intras Muros,https://www.booking.com/hotel/fr/les-carmes-avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,9.5,"L’hébergement Les Carmes - Le charme de la pierre en Intras Muros se situe dans le centre de Avignon, à respectivement 1,4 km et 1 km de ces lieux d’intérêt : Gare d'Avignon-Centre et Palais des Papes d'Avignon. Il possède une connexion Wi-Fi gratuite et offre une vue sur la ville. Cet appartement est à respectivement 6 km et 12 km de : Gare TGV d'Avignon et Parc des expositions d'Avignon.  Cet appartement comporte 1 chambre, une kitchenette entièrement équipée avec un réfrigérateur et un four, ainsi que 1 salle de bains avec une douche et des articles de toilette gratuits. Des serviettes et du linge de lit sont mis à votre disposition.  Vous séjournerez à respectivement 41 km et 1,1 km de ces lieux d’intérêt : Arènes d'Arles et Pont d'Avignon.",6,Avignon
141,Les Ecuries - Triplex contemporain avec jardin,https://www.booking.com/hotel/fr/le-gite-du-ndeg15.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,9.8,"L’hébergement Les Ecuries - Triplex contemporain avec jardin est idéalement situé dans le centre de Avignon. Offrant une vue sur le jardin, il propose un jardin et une terrasse. Cet hébergement est installé à 700 mètres de : Palais des Papes d'Avignon. Vous pourrez profiter d'un parking privé disponible sur place et d'une connexion Wi-Fi gratuite.  Cet appartement avec climatisation se compose de 2 chambres, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 2 salles de bains avec une douche et des articles de toilette gratuits. Une télévision à écran plat est disponible.  Vous séjournerez à respectivement 1,2 km et 5,8 km de ces lieux d’intérêt : Gare d'Avignon-Centre et Gare TGV d'Avignon.",6,Avignon
142,Les Remparts,https://www.booking.com/hotel/fr/les-remparts-avignon2.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,8.8,"Doté d’une connexion Wi-Fi gratuite, l’hébergement Les Remparts se situe dans le centre de Avignon, à respectivement 700 mètres et 1,2 km de ces lieux d’intérêt : Palais des Papes d'Avignon et Gare d'Avignon-Centre. Cet appartement est à respectivement 5,8 km et 11 km de : Gare TGV d'Avignon et Parc des expositions d'Avignon.  Cet appartement avec climatisation comporte 1 chambre, une télévision à écran plat par satellite, un coin repas, ainsi qu’une kitchenette avec un réfrigérateur et un micro-ondes. Des serviettes et du linge de lit sont mis à votre disposition.  Vous séjournerez à respectivement 41 km et 50 km de ces lieux d’intérêt : Arènes d'Arles et Parc des expositions de Nîmes.",6,Avignon
143,Lovely Avignon - Studio de charme plein centre - proche palais des papes,https://www.booking.com/hotel/fr/studio-de-charme-plein-centre-lovely-avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,8.9,"L’hébergement Lovely Avignon - Studio de charme plein centre - proche palais des papes se trouve dans le centre de Avignon, à respectivement 600 mètres et 1,3 km de ces lieux d’intérêt : Palais des Papes d'Avignon et Gare d'Avignon-Centre. Cet appartement est à respectivement 5,5 km et 11 km de : Gare TGV d'Avignon et Parc des expositions d'Avignon.  Cet appartement comporte 1 chambre, une télévision à écran plat, ainsi qu’une cuisine entièrement équipée avec un micro-ondes. Cet hébergement met à votre disposition des serviettes et du linge de lit.  Vous séjournerez à respectivement 41 km et 50 km de ces lieux d’intérêt : Arènes d'Arles et Parc des expositions de Nîmes.",6,Avignon
144,Mercure Avignon Gare TGV,https://www.booking.com/hotel/fr/expresshiavignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from_sustainable_property_sr=1&from=searchresults,8.6,"Le Mercure Avignon Gare TGV vous accueille à Avignon, à 600 mètres de la gare TGV ainsi qu’à moins de 10 minutes en voiture du centre-ville, de la gare centrale et du palais des Papes. Une connexion Wi-Fi est disponible gratuitement.  Les chambres comprennent une télévision par satellite ainsi qu’une salle de bains pourvue d’une grande douche. Des logements accessibles aux personnes à mobilité réduite sont également disponibles.  L’hôtel sert un petit-déjeuner buffet tous les matins, et vous pourrez savourer un verre au bar.  Lors de votre séjour, vous ne manquerez pas de visiter le pont d'Avignon, à 4 km. Un parking privé gratuit est disponible sur place.",6,Avignon
145,Mercure Pont d’Avignon Centre,https://www.booking.com/hotel/fr/pont-d-avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from_sustainable_property_sr=1&from=searchresults,8.0,"Featuring free WiFi throughout the property, Mercure Pont d’Avignon Centre is located in the historic centre of Avignon, just 100 metres from the Pont d'Avignon and 150 metres  from Papal Palace. Guests can enjoy the on-site bar with the outdoor shaded terrace.  The restaurant offers Mediterranean cuisine with local and seasonal products. Breakfast is served each morning in a designated breakfast room under a glass roof.  Every room comes with air conditioning, a safe, a desk and a flat-screen TV. The private bathroom comes with a bath or shower.  There is a 24-hour front desk at the property and meeting rooms that can accommodate up to 150 people. The hotel also has a fitness room available 24/7.  Caumont Airport is 9 km from Mercure Pont d’Avignon. Avignon Chateaublanc golf course is 10 km away. Avignon Central Train Station is 1.5 km from the hotel. The hotel has direct access to a covered public car park, accessible for an additional charge. Guests can benefit from a 20% reduction on the car park upon presentation of the ticket at reception.",6,Avignon
146,Studio Avignon Intra Muros full equipée R+1,https://www.booking.com/hotel/fr/studio-avignon-intra-muros-full-equipee-r-1.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,8.4,"Doté d’une connexion Wi-Fi gratuite, l’hébergement Studio Avignon Intra Muros full equipée R+1 se trouve dans le centre de Avignon, à respectivement 1,8 km et 1,2 km de ces lieux d’intérêt : Gare d'Avignon-Centre et Palais des Papes d'Avignon. Cet appartement est à respectivement 5,5 km et 11 km de : Gare TGV d'Avignon et Parc des expositions d'Avignon.  Vous séjournerez à respectivement 41 km et 50 km de ces lieux d’intérêt : Arènes d'Arles et Parc des expositions de Nîmes.",6,Avignon
147,"Studio avec terrasse sur cour, authentique, calme",https://www.booking.com/hotel/fr/studio-avec-terrasse-sur-cour-authentique-calme-avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,9.3,"L’hébergement Studio avec terrasse sur cour, authentique, calme vous accueille en plein cœur de Avignon, à proximité de ces lieux d’intérêt : Palais des Papes d'Avignon et Gare d'Avignon-Centre. Il propose une connexion Wi-Fi gratuite, la climatisation, ainsi qu’un réfrigérateur et une machine à café. Cet hébergement est installé à 5,8 km de : Gare TGV d'Avignon. Il comprend une terrasse.  Cet appartement comprend une télévision à écran plat. L’hébergement possède une kitchenette équipée d’un micro-ondes, d’une plaque de cuisson et d’un grille-pain. Il comprend également une baignoire, des articles de toilette gratuits et un sèche-cheveux.  Vous séjournerez à respectivement 11 km et 41 km de ces lieux d’intérêt : Parc des expositions d'Avignon et Arènes d'Arles.",6,Avignon
148,Studios du Rempart,https://www.booking.com/hotel/fr/studio-du-rempart.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from=searchresults,8.7,"L’établissement Studios du Rempart se situe à Avignon, à 800 mètres du centre et à 1,7 km de ce lieu d’intérêt : Gare d'Avignon-Centre. Il possède la climatisation, une connexion Wi-Fi gratuite et une terrasse.  Chaque hébergement possède une télévision à écran plat avec les chaînes du satellite. Vous bénéficierez également d’une cuisine complètement équipée comprenant une table à manger, ainsi que d’une salle de bains privative comportant une douche, des articles de toilette gratuits et un sèche-cheveux. Un réfrigérateur, un four et un micro-ondes sont également à disposition, de même qu’une machine à café et une bouilloire.  Un service de location de voitures est disponible sur place, et vous pourrez pratiquer la randonnée dans les environs.  Vous séjournerez à respectivement 1,2 km et 5,4 km de ces lieux d’intérêt : Palais des Papes d'Avignon et Gare TGV d'Avignon.",6,Avignon
149,ibis Styles Avignon Sud,https://www.booking.com/hotel/fr/avignon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hdmlnbm9uSA1YBGgViAEBmAENuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL8_rzABsACAdICJGM0NDllYWNmLTdmNDMtNDQ3Yy1hMWE0LWIxZjZmMDA1NDMyYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=bb753d3e120702ec&srepoch=1745829757&from_sustainable_property_sr=1&from=searchresults,8.2,"L'ibis Styles Avignon Sud se situe à 4 km des remparts de la ville d'Avignon, au cœur de la Provence et du massif du Luberon. Cet établissement possède une piscine extérieure et un parking privé gratuit. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble des locaux.  Les chambres sont climatisées et comprennent une télévision par satellite ainsi qu'une salle de bains privative.  L'hôtel possède un billard, un baby-foot et une salle de jeux pour enfants dotée de consoles de jeux.  Vous pourrez savourer des repas traditionnels au restaurant de l'établissement et commander un verre au bar. Un petit-déjeuner buffet est servi chaque matin.  L'aéroport d'Avignon-Provence est à 5 km, tandis que la gare TGV d'Avignon se trouve à 20 minutes en voiture.",6,Avignon
